order_id,order_date,Full_Name,city,state,zip_code,product_id,product_name,category_name,brand_name,quantity,list_price,discount,Revenue,staff_id,Staff_FullName,store_id,store_name,StoreCity,StoreState,StoreZip
110,3/6/16,Launa Hull,Helotes,TX,78023,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.1,269.89,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
111,3/7/16,Zulema Browning,Amsterdam,NY,12010,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.07,1099.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
111,3/7/16,Zulema Browning,Amsterdam,NY,12010,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.1,269.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
112,3/8/16,Micki Rutledge,Richmond Hill,NY,11418,5,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.2,1320.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
112,3/8/16,Micki Rutledge,Richmond Hill,NY,11418,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.2,599.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
112,3/8/16,Micki Rutledge,Richmond Hill,NY,11418,24,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.05,1099.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
112,3/8/16,Micki Rutledge,Richmond Hill,NY,11418,25,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.07,999.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
113,3/8/16,Theresia Barron,Forest Hills,NY,11375,5,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.2,2641.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
113,3/8/16,Theresia Barron,Forest Hills,NY,11375,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.07,469.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
113,3/8/16,Theresia Barron,Forest Hills,NY,11375,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.07,1099.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
113,3/8/16,Theresia Barron,Forest Hills,NY,11375,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.2,299.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
113,3/8/16,Theresia Barron,Forest Hills,NY,11375,24,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.1,1099.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
114,3/8/16,Mark Benton,East Elmhurst,NY,11369,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.07,749.92,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
114,3/8/16,Mark Benton,East Elmhurst,NY,11369,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.05,549.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
114,3/8/16,Mark Benton,East Elmhurst,NY,11369,13,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.1,539.88,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
115,3/9/16,Starr Schneider,Shirley,NY,11967,19,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449,0.1,448.9,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
115,3/9/16,Starr Schneider,Shirley,NY,11967,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.2,269.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
116,3/10/16,Burma Summers,Freeport,NY,11520,26,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.05,599.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
117,3/10/16,Gwenn Melton,Centereach,NY,11720,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.2,269.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
117,3/10/16,Gwenn Melton,Centereach,NY,11720,19,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449,0.05,448.95,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
117,3/10/16,Gwenn Melton,Centereach,NY,11720,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.2,539.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
117,3/10/16,Gwenn Melton,Centereach,NY,11720,26,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.05,599.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
118,3/12/16,Danille Mcfarland,Rocklin,CA,95677,3,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.1,1999.88,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
118,3/12/16,Danille Mcfarland,Rocklin,CA,95677,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.07,2899.92,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
118,3/12/16,Danille Mcfarland,Rocklin,CA,95677,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.07,469.92,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
118,3/12/16,Danille Mcfarland,Rocklin,CA,95677,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449,0.07,448.93,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
118,3/12/16,Danille Mcfarland,Rocklin,CA,95677,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.07,599.91,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
119,3/12/16,Bryce Monroe,Kingston,NY,12401,25,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.05,499.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
120,3/14/16,Sharie Alvarez,New York,NY,10002,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.05,939.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
120,3/14/16,Sharie Alvarez,New York,NY,10002,10,Surly Straggler - 2016,Cyclocross Bicycles,Surly,2,1549,0.05,3097.95,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
120,3/14/16,Sharie Alvarez,New York,NY,10002,13,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.05,539.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
120,3/14/16,Sharie Alvarez,New York,NY,10002,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,1199.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
120,3/14/16,Sharie Alvarez,New York,NY,10002,17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.05,428.95,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
121,3/14/16,Tomika Wilder,New Hyde Park,NY,11040,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.05,1499.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
121,3/14/16,Tomika Wilder,New Hyde Park,NY,11040,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.1,5799.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
121,3/14/16,Tomika Wilder,New Hyde Park,NY,11040,5,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.2,1320.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
121,3/14/16,Tomika Wilder,New Hyde Park,NY,11040,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,2,269.99,0.1,539.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
121,3/14/16,Tomika Wilder,New Hyde Park,NY,11040,24,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.07,1099.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
122,3/14/16,Wallace Lane,South Richmond Hill,NY,11419,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.1,599.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
123,3/15/16,Lecia Hancock,Schenectady,NY,12302,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.1,1099.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
124,3/16/16,Elouise Fry,Canyon Country,CA,91387,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.07,2899.92,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
124,3/16/16,Elouise Fry,Canyon Country,CA,91387,7,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.05,7999.93,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
124,3/16/16,Elouise Fry,Canyon Country,CA,91387,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.05,599.94,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
125,3/16/16,Laverne Craft,Forest Hills,NY,11375,17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.1,428.9,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
126,3/16/16,Shenna Espinoza,Queensbury,NY,12804,9,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.05,5999.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
127,3/17/16,Chelsey Boyd,Euless,TX,76039,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.07,5799.91,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
127,3/17/16,Chelsey Boyd,Euless,TX,76039,17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.07,428.93,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
127,3/17/16,Chelsey Boyd,Euless,TX,76039,20,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.1,599.89,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
128,3/18/16,Lissa Vargas,Oswego,NY,13126,3,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.2,1999.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
128,3/18/16,Lissa Vargas,Oswego,NY,13126,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.2,5799.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
128,3/18/16,Lissa Vargas,Oswego,NY,13126,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1199.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
128,3/18/16,Lissa Vargas,Oswego,NY,13126,24,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.1,1099.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
129,3/19/16,Armand Whitehead,Lindenhurst,NY,11757,9,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.1,2999.89,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
129,3/19/16,Armand Whitehead,Lindenhurst,NY,11757,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449,0.1,448.9,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
130,3/19/16,Marcelino Mcbride,Clifton Park,NY,12065,5,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.07,2641.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
130,3/19/16,Marcelino Mcbride,Clifton Park,NY,12065,26,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.05,599.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
131,3/19/16,Hortencia Graham,Euless,TX,76039,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.07,5799.91,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
131,3/19/16,Hortencia Graham,Euless,TX,76039,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.2,539.78,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
131,3/19/16,Hortencia Graham,Euless,TX,76039,24,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.1,1099.88,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
132,3/20/16,Monika Berg,Encino,CA,91316,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.05,1499.93,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
132,3/20/16,Monika Berg,Encino,CA,91316,9,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.1,2999.89,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
132,3/20/16,Monika Berg,Encino,CA,91316,20,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.05,599.94,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
133,3/20/16,Jerome Bolton,Carmel,NY,10512,13,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.05,539.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
133,3/20/16,Jerome Bolton,Carmel,NY,10512,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.2,269.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
134,3/20/16,Tuan Wolfe,West Babylon,NY,11704,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.07,1499.91,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
134,3/20/16,Tuan Wolfe,West Babylon,NY,11704,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449,0.07,897.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
134,3/20/16,Tuan Wolfe,West Babylon,NY,11704,19,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449,0.1,897.9,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
135,3/21/16,Alexandria Zamora,Schenectady,NY,12302,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.05,749.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
135,3/21/16,Alexandria Zamora,Schenectady,NY,12302,5,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.05,2641.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
135,3/21/16,Alexandria Zamora,Schenectady,NY,12302,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449,0.05,897.95,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
135,3/21/16,Alexandria Zamora,Schenectady,NY,12302,25,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.2,499.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
136,3/21/16,Gena Owens,Desoto,TX,75115,3,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.05,1999.93,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
136,3/21/16,Gena Owens,Desoto,TX,75115,7,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.2,7999.78,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
137,3/23/16,Jina Cooper,Howard Beach,NY,11414,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.1,269.89,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
137,3/23/16,Jina Cooper,Howard Beach,NY,11414,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.07,299.92,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
138,3/23/16,Katharine Herrera,Queensbury,NY,12804,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.2,469.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
138,3/23/16,Katharine Herrera,Queensbury,NY,12804,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1199.88,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
139,3/23/16,Ezra Silva,New Windsor,NY,12553,3,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,1,999.99,0.07,999.92,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
139,3/23/16,Ezra Silva,New Windsor,NY,12553,19,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449,0.07,897.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
140,3/23/16,Devin Velazquez,Brentwood,NY,11717,3,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,1,999.99,0.05,999.94,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
140,3/23/16,Devin Velazquez,Brentwood,NY,11717,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.2,1099.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
140,3/23/16,Devin Velazquez,Brentwood,NY,11717,15,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,1,529.99,0.2,529.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
140,3/23/16,Devin Velazquez,Brentwood,NY,11717,21,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.2,269.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
141,3/25/16,Erlene Cook,Mount Vernon,NY,10550,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449,0.2,448.8,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
142,3/26/16,Regine Gonzales,Oxnard,CA,93035,11,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.1,3361.88,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
142,3/26/16,Regine Gonzales,Oxnard,CA,93035,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1199.88,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
142,3/26/16,Regine Gonzales,Oxnard,CA,93035,19,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449,0.07,448.93,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
143,3/26/16,Merlin Foreman,Hempstead,NY,11550,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.2,469.79,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
144,3/26/16,Hubert Reilly,Amityville,NY,11701,8,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,2,1799.99,0.05,3599.93,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
145,3/27/16,Lavonne Anderson,Floral Park,NY,11001,9,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.1,5999.88,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
145,3/27/16,Lavonne Anderson,Floral Park,NY,11001,11,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.2,1680.79,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
146,3/28/16,Keturah Massey,Banning,CA,92220,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.07,749.92,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
146,3/28/16,Keturah Massey,Banning,CA,92220,3,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.2,1999.78,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
146,3/28/16,Keturah Massey,Banning,CA,92220,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.05,939.93,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
146,3/28/16,Keturah Massey,Banning,CA,92220,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.1,549.89,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
146,3/28/16,Keturah Massey,Banning,CA,92220,20,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1199.88,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
147,3/28/16,Diana Guerra,Merrick,NY,11566,26,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.2,1199.78,7,VenitaDaniel,2,Baldwin Bikes,Baldwin,NY,11432
148,3/28/16,Senaida Thompson,Bronx,NY,10451,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.05,269.94,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
149,3/28/16,Han Schneider,Elmhurst,NY,11373,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.07,1099.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
149,3/28/16,Han Schneider,Elmhurst,NY,11373,21,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.07,539.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
150,3/29/16,Reena Higgins,Canyon Country,CA,91387,3,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,1,999.99,0.2,999.79,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
150,3/29/16,Reena Higgins,Canyon Country,CA,91387,7,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.1,3999.89,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
150,3/29/16,Reena Higgins,Canyon Country,CA,91387,17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.07,428.93,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
150,3/29/16,Reena Higgins,Canyon Country,CA,91387,25,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.07,999.91,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
151,3/29/16,Katina Mcintosh,Bakersfield,CA,93306,17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.1,428.9,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
151,3/29/16,Katina Mcintosh,Bakersfield,CA,93306,26,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.1,599.89,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
152,3/29/16,Parker Prince,Port Jefferson Station,NY,11776,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.2,939.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
152,3/29/16,Parker Prince,Port Jefferson Station,NY,11776,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.07,1199.91,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
152,3/29/16,Parker Prince,Port Jefferson Station,NY,11776,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.2,539.78,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
153,3/30/16,Edda Young,North Tonawanda,NY,14120,8,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.07,1799.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
153,3/30/16,Edda Young,North Tonawanda,NY,14120,15,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,2,529.99,0.05,1059.93,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
153,3/30/16,Edda Young,North Tonawanda,NY,14120,16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.07,599.92,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
154,3/31/16,Dione Pratt,Pleasanton,CA,94566,12,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.1,549.89,2,MireyaCopeland,1,Santa Cruz Bikes,Santa Cruz,CA,95060
155,4/2/16,Loni Duncan,Rosedale,NY,11422,8,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.1,1799.89,6,MarceleneBoyer,2,Baldwin Bikes,Baldwin,NY,11432
156,4/3/16,Sheri Cole,San Jose,CA,95127,6,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.07,469.92,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
156,4/3/16,Sheri Cole,San Jose,CA,95127,17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,429,0.05,857.95,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
156,4/3/16,Sheri Cole,San Jose,CA,95127,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449,0.2,897.8,3,GennaSerrano,1,Santa Cruz Bikes,Santa Cruz,CA,95060
157,4/3/16,Mozelle Carter,Houston,TX,77016,4,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.1,2899.89,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
157,4/3/16,Mozelle Carter,Houston,TX,77016,7,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.07,7999.91,8,KaliVargas,3,Rowlett Bikes,Rowlett,TX,75088
158,4/4/16,Dacia William,Sugar Land,TX,77478,24,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.1,549.89,9,LaylaTerrell,3,Rowlett Bikes,Rowlett,TX,75088
